Year,Event with year,Place,Artist,Place of birth,M/F/CO,P/C,Combination,Latitude,Longitude
2017,Documenta 2017,Kassel,Douglas Gordon ,UK,M,C,MC,55.3781,-3.436
2017,Documenta 2017,Kassel,Lucien Castaing-Taylor ,UK,M,C,MC,55.3781,-3.436
2017,Documenta 2017,Kassel,Nashashibi Skaer  ,UK,F,C,FC,55.3781,-3.436
2017,Documenta 2017,Kassel,Rosalind Nashashibi ,UK,F,C,FC,55.3781,-3.436
2017,Documenta 2017,Kassel,Ross Birrell ,UK,M,C,MC,55.3781,-3.436
2017,Documenta 2017,Kassel,Scratch Orchestra  ,UK,M,C,MC,55.3781,-3.436
2017,Documenta 2017,Kassel,Theo Eshetu ,UK,M,C,MC,55.3781,-3.436
2017,Documenta 2017,Kassel,Wadim Sidur  ,Ukraine,M,P,MP,48.3794,31.1656
2017,Documenta 2017,Kassel,Agnes Denes,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Allan Sekula,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Alvin Lucier,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Anna Halprin ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Anne Charlotte Robertson ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Annie Sprinkle ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Ben Patterson ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Ben Russell ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Beth Stephens ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Christopher D'Arcangelo ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Chryssa ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Dan Peterman ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,David Schutter ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Eva Stefani ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Marilou Schultz ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Maya Deren ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Neil Leonard ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Pauline Oliveros ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Postcommodity,USA,CO,C,COC,37.0902,-95.7129
2017,Documenta 2017,Kassel,R. H. Quaytman ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Rick Lowe ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Stanley Whitney ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Stephen Antonakos ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Susan Hiller ,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Terre Thaemlitz ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,Vija Celmins,USA,F,C,FC,37.0902,-95.7129
2017,Documenta 2017,Kassel,W. Richter  ,USA,M,C,MC,37.0902,-95.7129
2017,Documenta 2017,Kassel,William Pope L. ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Arpi Adamian  ,Armenia,F,P,FP,40.0691,45.0382
2006,EVA International 2006,Limerick,Mary Amirkhanyan  ,Armenia,F,P,FP,40.0691,45.0382
2006,EVA International 2006,Limerick,WochenKlausur ,Austria,CO,C,COC,47.5162,14.5501
2006,EVA International 2006,Limerick,Narda Alvarado ,Bolivia,F,P,FP,-16.2902,-63.5887
2006,EVA International 2006,Limerick,Albano Afonso,Brazil,M,P,MP,-14.235,-51.9253
2006,EVA International 2006,Limerick,Tonico Lemos Auad ,Brazil,M,P,MP,-14.235,-51.9253
2006,EVA International 2006,Limerick,Daniel Vais  ,Canada,M,P,MP,56.1304,-106.3468
2006,EVA International 2006,Limerick,Cao Fei ,China,F,P,FP,35.8617,104.1954
2006,EVA International 2006,Limerick,Dinu Li,China,M,P,MP,35.8617,104.1954
2006,EVA International 2006,Limerick,Juan Manuel Echavarria ,Colombia,M,P,MP,4.5709,-74.2973
2006,EVA International 2006,Limerick,Christodoulos Panayiotou ,Cyprus,M,P,MP,35.1264,33.4299
2006,EVA International 2006,Limerick,Nikos Charalambidis ,Cyprus,M,P,MP,35.1264,33.4299
2006,EVA International 2006,Limerick,Panayiotis Michael ,Cyprus,M,P,MP,35.1264,33.4299
2006,EVA International 2006,Limerick,Superflex ,Denmark,M,C,MC,56.2639,9.5018
2006,EVA International 2006,Limerick,Johanna Lecklin ,Finland,F,C,FC,61.9241,25.7482
2006,EVA International 2006,Limerick,Oliver Kochta Kalleinen ,Finland,M,C,MC,61.9241,25.7482
2006,EVA International 2006,Limerick,Tellervo Kalleinen,Finland,F,C,FC,61.9241,25.7482
2006,EVA International 2006,Limerick,Andreas Geffeler,Germany,M,C,MC,51.1657,10.4515
2006,EVA International 2006,Limerick,Julika Rudelius ,Germany,F,C,FC,51.1657,10.4515
2006,EVA International 2006,Limerick,Karin Ludmann ,Germany,M,C,MC,51.1657,10.4515
2006,EVA International 2006,Limerick,Yvonne Buchheim ,Germany,F,C,FC,51.1657,10.4515
2006,EVA International 2006,Limerick,Alexandros Georgiou,Greece,M,P,MP,39.0742,21.8243
2006,EVA International 2006,Limerick,Dimitris Kotsaras  ,Greece,M,P,MP,39.0742,21.8243
2006,EVA International 2006,Limerick,Eleni Christodoulou ,Greece,F,P,FP,39.0742,21.8243
2006,EVA International 2006,Limerick,Kostis Velonis ,Greece,M,P,MP,39.0742,21.8243
2006,EVA International 2006,Limerick,Aoife Collins  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Artists without Walls  ,Ireland,CO,C,COC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Breda Lynch  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Brendan Flaherty  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Brian Magee  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Caoimhghin O'Frathile  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Caroline Tobin  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Catriona Ni Threasaigh  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Ciara Finnegan  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Colette Lewis  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Conor McFeely  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Damian Magee  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,David Comiskey  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Davide Terlingo  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Enso  ,Ireland,CO,C,COC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Fiona Hackett  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Fiona Mulholland ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Gerard Staunton  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,John Beattie  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Maeve McElligott  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Mairin Grant  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Martin Shannon  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Melaine O'Rourke  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Miriam Cuddy  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Muireann Brady  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Neaven Lahart  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Neva Elliott  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Nial Harkin  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Nicky Larkin  ,Ireland,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Nina Tanis  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Regina Corcoran  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Renata Mooney  ,Ireland,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Aine Nic Giolla Coda,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Alan Boardman,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Ann Kavanagh  ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Attracta Manson,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Bea McMahon ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Brendan Earley ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Caoimhe Kilfeather ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Cleary & Connolly ,Ireland ,CO,C,COC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Deirdre O'Mahony,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Deirdre Power ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Eamon O'Kane ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Eoin McHugh ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Fergus Martin ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,George Bolster ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Janet Mullarney ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Jeanette Doyle ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Kate Byrne ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Kennedy Browne ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Lisa Marie Johnson ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Mark Cullen ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Niamh O'Malley ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Paul Rowley ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Rayne Booth,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Seamus Nolan ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Seamus O'Rourke  ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Sean Lynch ,Ireland ,M,C,MC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Siobhan Tattan  ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Susan Gogan  ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Susan MacWilliam ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Triona Langan  ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Trish Morrissey ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Ursula Kelly  ,Ireland ,F,C,FC,53.1424,-7.6921
2006,EVA International 2006,Limerick,Mario Rizzi ,Italy,M,C,MC,41.8719,12.5674
2006,EVA International 2006,Limerick,Minerva Cuevas ,Mexico,F,P,FP,23.6345,-102.5528
2006,EVA International 2006,Limerick,Marc Bijl ,Netherlands,M,C,MC,52.1326,5.2913
2006,EVA International 2006,Limerick,Kay Walsh  ,New Zealand,F,P,FP,-40.9006,174.886
2006,EVA International 2006,Limerick,Kukuli Velarde ,Peru,F,P,FP,-9.19,-75.0152
2006,EVA International 2006,Limerick,Hanna Smolenska  ,Poland,F,P,FP,51.9194,19.1451
2006,EVA International 2006,Limerick,Paula Roush ,Portugal,F,C,FC,39.3999,-8.2245
2006,EVA International 2006,Limerick,Chemi Rosado ,Puerto Rico,M,P,MP,18.2208,-66.5901
2006,EVA International 2006,Limerick,Anonymous,Romania,CO,P,COP,45.9432,24.9668
2006,EVA International 2006,Limerick,Dan Perjovschi ,Romania,M,P,MP,45.9432,24.9668
2006,EVA International 2006,Limerick,Katarina Mojzisova  ,Slovakia,F,P,FP,48.669,19.699
2006,EVA International 2006,Limerick,Christopher Reid  ,South Africa,M,P,MP,-30.5595,22.9375
2006,EVA International 2006,Limerick,Ignasi Aballi ,Spain,M,C,MC,40.4637,-3.7492
2006,EVA International 2006,Limerick,Andrew Johnson,Sweden,M,C,MC,60.1282,18.6435
2006,EVA International 2006,Limerick,Anna Sherbany  ,UK,F,C,FC,55.3781,-3.436
2006,EVA International 2006,Limerick,Anthony Hobbs  ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Barry Foley  ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Chad McCail ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Colleen Bartley  ,UK,F,C,FC,55.3781,-3.436
2006,EVA International 2006,Limerick,Colm Desmond  ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Julian Walker ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Mark Titchner ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Michael Minnis ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,Phil Coy ,UK,M,C,MC,55.3781,-3.436
2006,EVA International 2006,Limerick,The Centre of Attention ,UK,CO,C,COC,55.3781,-3.436
2006,EVA International 2006,Limerick,Alan Magee,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Carrie Moyer ,USA,F,C,FC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Chris Sauter ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,David Pearson  ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,David Phillips ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,David Smith ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Guy Hundere  ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Ivan Witenstein ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Jason Middlebrook ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Jennifer Nelson  ,USA,F,C,FC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Jon Rubin ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Karl Hunter  ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Luis Gispert ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Mara Adamitz Scrupe  ,USA,F,C,FC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Nancy Hwang  ,USA,F,C,FC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Otto Berchem ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Patrick Killoran ,USA,M,C,MC,37.0902,-95.7129
2006,EVA International 2006,Limerick,Tim Flood  ,USA,M,C,MC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Eric Glavin ,Canada,M,P,MP,56.1304,-106.3468
2007,EVA International 2007,Limerick,Enrique Martinez Celaya ,Cuba,M,P,MP,21.5218,-77.7812
2007,EVA International 2007,Limerick,Jesper Just ,Denmark,M,C,MC,56.2639,9.5018
2007,EVA International 2007,Limerick,Wolfgang Staehle ,Germany,M,C,MC,51.1657,10.4515
2007,EVA International 2007,Limerick,Conor McGarrigle  ,Ireland,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Eithna Joyce  ,Ireland,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Marie Louise O’Dwyer  ,Ireland,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Melissa Earley  ,Ireland,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Miriam Lohan  ,Ireland,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Orla Keeshan,Ireland,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Patrick Corcoran  ,Ireland,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,David Dunne ,Ireland ,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Eamon O'Kane ,Ireland ,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Sean Lynch ,Ireland ,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Siobhan Tattan  ,Ireland ,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Suzannah Vaughan  ,Ireland ,F,C,FC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Tony Gunning  ,Ireland ,M,C,MC,53.1424,-7.6921
2007,EVA International 2007,Limerick,Thorns Ltd.,Norway,CO,C,COC,60.472,8.4689
2007,EVA International 2007,Limerick,Andrej Roiter,Russia,M,P,MP,61.524,105.3188
2007,EVA International 2007,Limerick,Christopher Reid  ,South Africa,M,P,MP,-30.5595,22.9375
2007,EVA International 2007,Limerick,Anthony McCall ,UK,M,C,MC,55.3781,-3.436
2007,EVA International 2007,Limerick,Ashley Holmes  ,UK,M,C,MC,55.3781,-3.436
2007,EVA International 2007,Limerick,Barry Foley  ,UK,M,C,MC,55.3781,-3.436
2007,EVA International 2007,Limerick,Ronnie Hughes ,UK,M,C,MC,55.3781,-3.436
2007,EVA International 2007,Limerick,Vanessa Marsh ,UK,F,C,FC,55.3781,-3.436
2007,EVA International 2007,Limerick,Alix Pearlstein,USA,F,C,FC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Amy Hauft,USA,F,C,FC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Aura Rosenberg ,USA,F,C,FC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Christopher Reilly ,USA,M,C,MC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Margot McLean  ,USA,F,C,FC,37.0902,-95.7129
2007,EVA International 2007,Limerick,Matthew Schenning  ,USA,M,C,MC,37.0902,-95.7129
2008,EVA International 2008,Limerick,Adrian Paci,Albania,M,P,MP,41.1533,20.1683
2008,EVA International 2008,Limerick,Ni Haifeng ,China,M,P,MP,35.8617,104.1954
2008,EVA International 2008,Limerick,Yang Jiechang ,China,M,P,MP,35.8617,104.1954
2008,EVA International 2008,Limerick,Allora & Calzadilla,Cuba,CO,P,COP,21.5218,-77.7812
2008,EVA International 2008,Limerick,Henna-Riikka Halonen ,Finland,F,C,FC,61.9241,25.7482
2008,EVA International 2008,Limerick,Dara McGrath ,Ireland,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Fiona Hackett  ,Ireland,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Maeve McElligott  ,Ireland,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Martina Cleary  ,Ireland,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Ailbhe Greaney,Ireland ,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Alan Bulfin,Ireland ,M,C,MC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Angela Darby  ,Ireland ,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Malachi Farrell ,Ireland ,M,C,MC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Ruth LeGear ,Ireland ,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Sarah Hurl,Ireland ,F,C,FC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Seamus Farrell ,Ireland ,M,C,MC,53.1424,-7.6921
2008,EVA International 2008,Limerick,Taro Shinoda ,Japan,M,P,MP,36.2048,138.2529
2008,EVA International 2008,Limerick,Tsuyoshi Ozawa ,Japan,M,P,MP,36.2048,138.2529
2008,EVA International 2008,Limerick,Allan deSouza,Kenya,M,P,MP,-0.0236,37.9062
2008,EVA International 2008,Limerick,Latifa Echakhch ,Morocco,F,P,FP,31.7917,-7.0926
2008,EVA International 2008,Limerick,Shahzia Sikander ,Pakistan,F,P,FP,30.3753,69.3451
2008,EVA International 2008,Limerick,Gimhongsok ,South Korea,M,P,MP,35.9078,127.7669
2008,EVA International 2008,Limerick,Haegue Yang ,South Korea,F,P,FP,35.9078,127.7669
2008,EVA International 2008,Limerick,Common Culture ,UK,M,C,MC,55.3781,-3.436
2008,EVA International 2008,Limerick,Ian Kiaer ,UK,M,C,MC,55.3781,-3.436
2008,EVA International 2008,Limerick,Robert Peters  ,USA,M,C,MC,37.0902,-95.7129
2009,EVA International 2009,Limerick,Eduardo Navarro ,Argentina,M,P,MP,-38.4161,-63.6167
2009,EVA International 2009,Limerick,Andreas Fogarasi,Austria,M,C,MC,47.5162,14.5501
2009,EVA International 2009,Limerick,Nicole Six,Austria,F,C,FC,47.5162,14.5501
2009,EVA International 2009,Limerick,Paul Petritsch ,Austria,M,C,MC,47.5162,14.5501
2009,EVA International 2009,Limerick,Luis Jacob ,Canada,M,P,MP,56.1304,-106.3468
2009,EVA International 2009,Limerick,Diango Hernandez ,Cuba,M,P,MP,21.5218,-77.7812
2009,EVA International 2009,Limerick,Andreas Bunte,Germany,M,C,MC,51.1657,10.4515
2009,EVA International 2009,Limerick,Florian Huttner ,Germany,M,C,MC,51.1657,10.4515
2009,EVA International 2009,Limerick,Kollektiv Jochen Schmith,Germany,CO,C,COC,51.1657,10.4515
2009,EVA International 2009,Limerick,Nevin Aladag ,Germany,F,C,FC,51.1657,10.4515
2009,EVA International 2009,Limerick,Olaf Unverzart ,Germany,M,C,MC,51.1657,10.4515
2009,EVA International 2009,Limerick,Stefanos Tsivopoulos ,Greece,M,P,MP,39.0742,21.8243
2009,EVA International 2009,Limerick,Donal Sheehan  ,Ireland,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Eoin O’Conaill  ,Ireland,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Gavin Redmond  ,Ireland,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Isabella Oberlander  ,Ireland,F,C,FC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Alan Phelan,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,David O'Kane ,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Eamon O'Kane ,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Garvan Gallagher ,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Seamus Nolan ,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Sean Lynch ,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Siobhan Ogilvy  ,Ireland ,F,C,FC,53.1424,-7.6921
2009,EVA International 2009,Limerick,William Hamilton,Ireland ,M,C,MC,53.1424,-7.6921
2009,EVA International 2009,Limerick,Jan Freuchen ,Norway,M,C,MC,60.472,8.4689
2009,EVA International 2009,Limerick,Andrea Faciu,Romania,F,P,FP,45.9432,24.9668
2009,EVA International 2009,Limerick,Daniel Knorr ,Romania,M,P,MP,45.9432,24.9668
2009,EVA International 2009,Limerick,Vukasin Nedeljkovic ,Serbia,M,P,MP,44.0165,21.0059
2009,EVA International 2009,Limerick,Marjetica Potrc ,Slovenia,F,P,FP,46.1512,14.9955
2009,EVA International 2009,Limerick,An Te Liu,Taiwan,M,P,MP,23.6978,120.9605
2009,EVA International 2009,Limerick,Lynda Devenney  ,UK,F,C,FC,55.3781,-3.436
2009,EVA International 2009,Limerick,Willie Doherty ,UK,M,C,MC,55.3781,-3.436
2009,EVA International 2009,Limerick,John O'Reilly ,USA,M,C,MC,37.0902,-95.7129
2009,EVA International 2009,Limerick,Ryan  ,USA,M,C,MC,37.0902,-95.7129
2010,EVA International 2010,Limerick,Peter Carroll  ,Belgium,M,C,MC,50.5039,4.4699
2010,EVA International 2010,Limerick,Matthew Beattie  ,Canada,M,P,MP,56.1304,-106.3468
2010,EVA International 2010,Limerick,Patricia Reed ,Canada,F,P,FP,56.1304,-106.3468
2010,EVA International 2010,Limerick,Liu Wei ,China,M,P,MP,35.8617,104.1954
2010,EVA International 2010,Limerick,Wang Ruobing ,China,F,P,FP,35.8617,104.1954
2010,EVA International 2010,Limerick,Xia Peng ,China,M,P,MP,35.8617,104.1954
2010,EVA International 2010,Limerick,Kaspar Aus,Estonia,M,P,MP,58.5953,25.0136
2010,EVA International 2010,Limerick,Jana Syvanoja,Finland,F,C,FC,61.9241,25.7482
2010,EVA International 2010,Limerick,Tia Schmidt  ,Germany,F,C,FC,51.1657,10.4515
2010,EVA International 2010,Limerick,Valerie Kolakis,Greece,F,P,FP,39.0742,21.8243
2010,EVA International 2010,Limerick,Aoife Desmond  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Christina Gangos-Klien  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Christopher Mahon  ,Ireland,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,David Lilburn  ,Ireland,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Eleanor Moloney  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Fiona Reilly  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Fionnuala Hanahoe  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Francis Matthews  ,Ireland,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Karen Hendy  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Kirsty Kilbane  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Loretto Cooney  ,Ireland,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Myles Shelly  ,Ireland,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Oonagh O’Brien  ,Ireland,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Caoimhe Kilfeather ,Ireland ,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,John Gerrard ,Ireland ,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Sandy Kennedy  ,Ireland ,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Sarah Lincoln  ,Ireland ,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Spiritstore  ,Ireland ,CO,C,COC,53.1424,-7.6921
