Year,Event with year,Place,Artist,Place of birth,M/F/CO,P/C,Combination,Latitude,Longitude
2009,Moscow Biennial 2009,Moscow,Stanislav Volyazlovsky ,Ukraine,M,P,MP,48.3794,31.1656
2009,Moscow Biennial 2009,Moscow,Reynold Reynolds ,USA,M,C,MC,37.0902,-95.7129
2009,Moscow Biennial 2009,Moscow,Spencer Tunick ,USA,M,C,MC,37.0902,-95.7129
2011,Moscow Biennial 2011,Moscow,Fabian Marcaccio ,Argentina,M,P,MP,-38.4161,-63.6167
2011,Moscow Biennial 2011,Moscow,Christa Sommerer ,Austria,F,C,FC,47.5162,14.5501
2011,Moscow Biennial 2011,Moscow,Martin Walde ,Austria,M,C,MC,47.5162,14.5501
2011,Moscow Biennial 2011,Moscow,Ruth Schnell ,Austria,F,C,FC,47.5162,14.5501
2011,Moscow Biennial 2011,Moscow,Thomas Feuerstein ,Austria,M,C,MC,47.5162,14.5501
2011,Moscow Biennial 2011,Moscow,Daniela Kutschat  ,Brazil,F,P,FP,-14.235,-51.9253
2011,Moscow Biennial 2011,Moscow,Rejane Cantoni  ,Brazil,F,P,FP,-14.235,-51.9253
2011,Moscow Biennial 2011,Moscow,Roberto Cabot ,Brazil,M,P,MP,-14.235,-51.9253
2011,Moscow Biennial 2011,Moscow,Rosangela Renno ,Brazil,F,P,FP,-14.235,-51.9253
2011,Moscow Biennial 2011,Moscow,Mariana Vassileva ,Bulgaria,F,P,FP,42.7339,25.4858
2011,Moscow Biennial 2011,Moscow,Ken Lum ,Canada,M,P,MP,56.1304,-106.3468
2011,Moscow Biennial 2011,Moscow,Stan Douglas ,Canada,M,P,MP,56.1304,-106.3468
2011,Moscow Biennial 2011,Moscow,Catalina Bauer ,Chile,F,P,FP,-35.6751,-71.543
2011,Moscow Biennial 2011,Moscow,Ai Weiwei,China,M,P,MP,35.8617,104.1954
2011,Moscow Biennial 2011,Moscow,Wang Jianwei ,China,M,P,MP,35.8617,104.1954
2011,Moscow Biennial 2011,Moscow,Kamila B. Richter ,Czech Republic,F,P,FP,49.8175,15.473
2011,Moscow Biennial 2011,Moscow,Michael Bielicky ,Czech Republic,M,P,MP,49.8175,15.473
2011,Moscow Biennial 2011,Moscow,Elmgreen & Dragset,Denmark,M,C,MC,56.2639,9.5018
2011,Moscow Biennial 2011,Moscow,Jeppe Hein ,Denmark,M,C,MC,56.2639,9.5018
2011,Moscow Biennial 2011,Moscow,Olafur Eliasson ,Denmark,M,C,MC,56.2639,9.5018
2011,Moscow Biennial 2011,Moscow,Timo Toots ,Estonia,M,P,MP,58.5953,25.0136
2011,Moscow Biennial 2011,Moscow,Charles Sandison ,Finland,M,C,MC,61.9241,25.7482
2011,Moscow Biennial 2011,Moscow,Claire Fontaine,France,CO,C,COC,46.2276,2.2137
2011,Moscow Biennial 2011,Moscow,Kader Attia ,France,M,C,MC,46.2276,2.2137
2011,Moscow Biennial 2011,Moscow,R&Sie(n) architectures ,France,CO,C,COC,46.2276,2.2137
2011,Moscow Biennial 2011,Moscow,Achim Mohne,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Christoph Schlingensief ,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,evol ,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Gerhard Richter ,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Ingeborg Luscher ,Germany,F,C,FC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Jurgen Klauke ,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Neo Rauch ,Germany,M,C,MC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Rebecca Horn ,Germany,F,C,FC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Uta Kopp ,Germany,F,C,FC,51.1657,10.4515
2011,Moscow Biennial 2011,Moscow,Santhosh Kotagiri  ,India,M,P,MP,20.5937,78.9629
2011,Moscow Biennial 2011,Moscow,Shilpa Gupta ,India,F,P,FP,20.5937,78.9629
2011,Moscow Biennial 2011,Moscow,F.X. Harsono ,Indonesia,M,P,MP,-0.7893,113.9213
2011,Moscow Biennial 2011,Moscow,Tintin Wulia ,Indonesia,F,P,FP,-0.7893,113.9213
2011,Moscow Biennial 2011,Moscow,Andrea Galvani,Italy,M,C,MC,41.8719,12.5674
2011,Moscow Biennial 2011,Moscow,Anna Maria Maiolino ,Italy,F,C,FC,41.8719,12.5674
2011,Moscow Biennial 2011,Moscow,Armin Linke ,Italy,M,C,MC,41.8719,12.5674
2011,Moscow Biennial 2011,Moscow,Paolo Grassino ,Italy,M,C,MC,41.8719,12.5674
2011,Moscow Biennial 2011,Moscow,Manabu Ikeda ,Japan,M,P,MP,36.2048,138.2529
2011,Moscow Biennial 2011,Moscow,Yasuhiro Suzuki ,Japan,M,P,MP,36.2048,138.2529
2011,Moscow Biennial 2011,Moscow,Yuken Teruya ,Japan,M,P,MP,36.2048,138.2529
2011,Moscow Biennial 2011,Moscow,Almagul Menlibayeva,Kazakhstan,F,P,FP,48.0196,66.9237
2011,Moscow Biennial 2011,Moscow,Gints Gabrans ,Latvia,M,P,MP,56.8796,24.6032
2011,Moscow Biennial 2011,Moscow,Walid Raad ,Lebanon,M,P,MP,33.8547,35.8623
